序号,检测器,激发波长(nm),发射波长(nm),色谱柱,柱温(℃）,流动相,流速（mL/min）,进样量（μL）,前处理方法,检出限,特征图谱,参考文献,样品,其它测定分子
3,荧光检测器,384,406,C18,35,乙腈+水 =88+12 ,1,20,SPE,0.2 μg/kg,3.1,3.1,"谷物及其制品(稻谷、糙米、大米、小麦、小麦粉、玉米、玉米面、玉米渣、玉米片)、肉及
肉制品(熏、烧、烤肉类)、水产动物及其制品(熏、烤水产品)、油脂及其制品",
